GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate) [rad/s];Measurement time of week (rcvTow) [s];GPS week number (week) [weeks];GPS leap seconds (leapS) [s];Number of measurements to follow (numMeas) [];Receiver tracking status (recStat) [];Pseudorange measurement (prMes) [m];Carrier phase measurement (cpMes) [cycles];Doppler measurement (doMes) [Hz];GNSS identifier (gnssId) [];Satellite identifier (svId) [];Frequency slot - only Glonass (freqId) [];Carrier phase locktime counter (locktime) [ms];Carrier-to-noise density ratio (cno) [dbHz];Estimated pseudorange measurement standard deviation (prStdev) [m];Estimated carrier phase measurement standard deviation (cpStdev) [cycles];Estimated Doppler measurement standard deviation (doStdev) [Hz];Tracking status (trkStat) [];NLOS (0 == no, 1 == yes, # == No Information)
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;21029694.0723358;112376308.716251;3381.379;Glonass;11;7;0;26;10.24;0.06;4.096;1;1
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;22844817.9341959;120050328.461483;1124.386;GPS;6;0;20;39;5.12;0.06;4.096;1;0
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;21642584.7380402;115407798.656746;-2947.351;Glonass;9;1;400;48;5.12;0.024;2.048;3;0
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;21265103.5823198;111748873.136693;-2225.042;GPS;24;0;20;46;5.12;0.02;2.048;1;0
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;25078409.3557325;131787929.664155;-3107.812;GPS;17;0;0;34;20.48;0.06;8.192;1;1
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;23477506.8316879;123375127.134657;2838.583;GPS;2;0;620;40;5.12;0.028;2.048;3;1
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;21244265.3088298;111639366.963273;2518.071;GPS;25;0;0;29;10.24;0.06;4.096;1;1
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;23856563.6330063;125367091.970488;4087.463;GPS;29;0;18020;45;0.64;0.004;0.256;7;0
1900;126641.49999997084;13.3736577411555;7.76122581087713E-06;52.504560220676;6.07869197881139E-05;76.0045786043629;6.29563927005569E-06;1.24862086922803;1.26814020681675E-07;0.926577670979896;0.033529381550356;5.70623813848943;0.000242438557331735;0.00115909662977742;4.83289530290242E-06;126641.499999971;1900;17;19;1;39064567.9338026;205285685.12458;297.7017;SBAS;120;0;22400;38;0.64;0.004;0.256;7;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;19834589.6522187;104231461.634255;221.9409;GPS;12;0;64500;49;0.32;0.004;0.128;15;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;19784632.1581984;105797330.978496;2212.847;Glonass;20;9;20600;40;2.56;0.016;1.024;7;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;22692892.0676135;121093619.76357;1261.95;Glonass;2;3;0;28;20.48;0.06;8.192;1;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;22635887.8121404;118952410.665163;-2784.13;GPS;19;0;3180;43;2.56;0.012;0.512;3;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;22234029.4787724;116840613.337146;624.8035;GPS;32;0;0;21;20.48;0.06;8.192;1;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;22680883.1990446;121242340.240277;-2367.627;Glonass;1;8;0;38;20.48;0.06;8.192;1;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;19093258.9535451;101777866.909124;101.3594;Glonass;10;0;64500;45;0.64;0.004;0.256;15;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;22683692.2439451;121385062.028304;4783.667;Glonass;21;11;140;37;10.24;0.024;4.096;3;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;20789511.9626502;111209916.631078;-2227.765;Glonass;19;10;600;50;1.28;0.008;0.512;3;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;22649028.5328322;119021448.12251;1602.471;GPS;14;0;0;23;40.96;0.06;16.384;1;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;21029568.5747324;112375637.894066;3391.158;Glonass;11;7;0;25;10.24;0.06;4.096;1;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;22844775.1811624;120050102.851422;1125.537;GPS;6;0;0;43;10.24;0.06;4.096;1;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;21642699.5561103;115408388.678702;-2949.469;Glonass;9;1;600;46;5.12;0.02;2.048;3;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;21265194.7422573;111749318.203594;-2225.085;GPS;24;0;220;50;5.12;0.016;2.048;3;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;25078528.0521136;131788553.526511;-3107.422;GPS;17;0;0;35;10.24;0.06;8.192;1;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;23477401.606875;123374560.0683;2838.76;GPS;2;0;820;38;5.12;0.036;2.048;3;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;21244172.5652851;111638879.776322;2534.315;GPS;25;0;0;29;10.24;0.06;4.096;1;1
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;23856408.0512275;125366274.393285;4086.737;GPS;29;0;18220;46;0.64;0.004;0.256;7;0
1900;126641.69999997084;13.3736627708313;8.48649139289577E-06;52.5045700667812;2.14841165195449E-05;76.0109336772002;6.49893806177743E-06;1.24850033690745;1.24206077549312E-07;0.817891964201408;0.0335205974722687;5.87869895162294;0.000244062630444266;-0.00609735912587439;4.83221090156567E-06;126641.699999971;1900;17;19;1;39064556.5388105;205285625.593806;297.699;SBAS;120;0;22600;41;0.64;0.004;0.256;7;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;19834576.9615479;104231395.100219;221.5212;GPS;12;0;64500;49;0.32;0.004;0.128;15;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;19784507.8995604;105796666.173673;2215.634;Glonass;20;9;20900;45;2.56;0.016;1.024;7;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;22692827.5148955;121093275.461584;1261.156;Glonass;2;3;0;32;20.48;0.06;4.096;1;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;22636048.9823514;118953245.723433;-2783.094;GPS;19;0;3480;46;2.56;0.012;1.024;3;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;22234000.5724867;116840461.273804;640.3926;GPS;32;0;0;21;20.48;0.06;8.192;1;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;22681022.805149;121243086.300683;-2364.489;Glonass;1;8;0;30;20.48;0.06;8.192;1;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;19093253.216786;101777836.208034;102.1755;Glonass;10;0;64500;45;0.64;0.004;0.256;15;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;22683425.5130044;121383628.237391;4779.096;Glonass;21;11;440;38;10.24;0.024;4.096;3;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;20789637.0414484;111210584.677521;-2227.045;Glonass;19;10;900;48;0.64;0.004;0.256;3;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;22648944.7456117;119021007.382388;1602.471;GPS;14;0;0;23;40.96;0.06;16.384;1;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;22844710.5891815;120049763.443301;1126.057;GPS;6;0;280;50;5.12;0.02;2.048;3;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;21642867.2047147;115409268.98243;-2949.802;Glonass;9;1;0;35;5.12;0.06;2.048;1;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;21265322.0590459;111749985.650571;-2221.428;GPS;24;0;520;41;5.12;0.016;1.024;3;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;25078711.6240416;131789518.921642;-3109.725;GPS;17;0;240;35;10.24;0.024;4.096;3;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;23477239.6993922;123373726.840201;2834.882;GPS;2;0;0;36;5.12;0.06;2.048;1;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;21244025.1022201;111638104.929202;2511.509;GPS;25;0;0;21;20.48;0.06;8.192;1;1
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;23856174.754904;125365048.485882;4085.602;GPS;29;0;18520;46;0.64;0.004;0.256;7;0
1900;126641.99999997084;13.3736706368836;9.55423586761847E-06;52.5045852766343;5.68575971200413E-05;76.0209010224789;6.83321907497391E-06;1.2438438454119;1.2082266905476E-07;0.655158207700879;0.0335285426654539;6.09507477277657;0.000242434675260601;-0.0179213295768932;4.83145653325631E-06;126641.999999971;1900;17;18;1;39064539.712438;205285536.588225;297.1433;SBAS;120;0;22900;40;0.64;0.004;0.256;7;1
1900;126642.19999997084;13.3736761025676;1.0266827129563E-05;52.5045954316559;6.12486413088635E-06;76.0277935978957;7.07500490845495E-06;1.24040398927173;1.18895715983536E-07;0.57562925809907;0.0334743180692975;6.2159202832845;0.00024147588812599;-0.0168627661523715;4.83106492094534E-06;126642.199999971;1900;17;18;1;19834568.3585905;104231350.751478;221.7419;GPS;12;0;64500;49;0.32;0.004;0.128;15;0
1900;126642.19999997084;13.3736761025676;1.0266827129563E-05;52.5045954316559;6.12486413088635E-06;76.0277935978957;7.07500490845495E-06;1.24040398927173;1.18895715983536E-07;0.57562925809907;0.0334743180692975;6.2159202832845;0.00024147588812599;-0.0168627661523715;4.83106492094534E-06;126642.199999971;1900;17;18;1;19784425.1288151;105796223.038639;2215.248;Glonass;20;9;21100;47;1.28;0.012;0.512;7;0
1900;126642.19999997084;13.3736761025676;1.0266827129563E-05;52.5045954316559;6.12486413088635E-06;76.0277935978957;7.07500490845495E-06;1.24040398927173;1.18895715983536E-07;0.57562925809907;0.0334743180692975;6.2159202832845;0.00024147588812599;-0.0168627661523715;4.83106492094534E-06;126642.199999971;1900;17;18;1;22692778.5713973;121093013.883917;1262.786;Glonass;2;3;140;28;10.24;0.028;4.096;3;1
1900;126642.19999997084;13.3736761025676;1.0266827129563E-05;52.5045954316559;6.12486413088635E-06;76.0277935978957;7.07500490845495E-06;1.24040398927173;1.18895715983536E-07;0.57562925809907;0.0334743180692975;6.2159202832845;0.00024147588812599;-0.0168627661523715;4.83106492094534E-06;126642.199999971;1900;17;18;1;22636156.3142782;118953803.474665;-2781.141;GPS;19;0;120;48;2.56;0.016;1.024;3;0
1900;126642.19999997084;13.3736761025676;1.0266827129563E-05;52.5045954316559;6.12486413088635E-06;76.0277935978957;7.07500490845495E-06;1.24040398927173;1.18895715983536E-07;0.57562925809907;0.0334743180692975;6.2159202832845;0.00024147588812599;-0.0168627661523715;4.83106492094534E-06;126642.199999971;1900;17;18;1;22233980.1033813;116840353.19573;640.3926;GPS;32;0;0;21;20.48;0.06;8.192;1;1
